,Index,Publishing Year,Title,Author,Author Rating,Book Average Rating,Book Ratings Count,Genre,Gross Sales,Publisher Revenue,Sale Price,Sales Rank,Publisher,Units Sold
605,605.0,2009,Let the Great World Spin,Colum McCann,Intermediate,3.93,71515.0,genre fiction,394.68,0.0,2.99,692.0,"Amazon Digital Services,  Inc.",51192.0
606,606.0,2003,The Eternity Code,Eoin Colfer,Excellent,4.04,94437.0,fiction,394.68,0.0,2.99,692.0,"Amazon Digital Services,  Inc.",51192.0
607,607.0,2001,Tell No One,Harlan Coben,Excellent,4.11,78070.0,genre fiction,394.68,236.808,2.99,693.0,"Amazon Digital Services,  Inc.",50976.0
608,608.0,1987,The Tommyknockers,Stephen King,Famous,3.48,89262.0,genre fiction,790.68,0.0,5.99,693.0,"Amazon Digital Services,  Inc.",50760.0
609,609.0,2010,Hex Hall,Rachel Hawkins,Intermediate,3.96,109881.0,fiction,526.68,0.0,3.99,693.0,"Amazon Digital Services,  Inc.",50544.0
610,610.0,2010,Steal Like an Artist,Austin Kleon,Intermediate,3.86,93625.0,genre fiction,130.68,78.408,0.99,694.0,"Amazon Digital Services,  Inc.",50328.0
611,611.0,1999,Cryptonomicon,Neal Stephenson,Excellent,4.25,72683.0,children,327.36,196.416,2.48,694.0,Random House LLC,50112.0
612,612.0,2013,Beautiful Bastard,Christina Lauren,Excellent,4.05,111668.0,genre fiction,394.68,0.0,2.99,695.0,"Amazon Digital Services,  Inc.",49896.0
613,613.0,2000,Prodigal Summer,Barbara Kingsolver,Intermediate,3.98,78529.0,genre fiction,260.69,156.414,1.99,696.0,Simon and Schuster Digital Sales Inc,49896.0
614,614.0,1996,We Were the Mulvaneys,Joyce Carol Oates,Intermediate,3.7,77251.0,genre fiction,1395.15,837.09,10.65,698.0,Hachette Book Group,49680.0
615,615.0,1993,Understanding Comics: The Invisible Art,Scott McCloud,Intermediate,3.98,77277.0,nonfiction,129.69,77.814,0.99,699.0,"Amazon Digital Services,  Inc.",49680.0
616,616.0,2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",Intermediate,3.84,95447.0,nonfiction,260.69,156.414,1.99,700.0,HarperCollins Publishers,49248.0
617,617.0,2011,The Psychopath Test,Jon Ronson,Intermediate,3.91,44097.0,genre fiction,492.7,295.62,3.79,701.0,Macmillan,49032.0
618,618.0,2005,Vanishing Acts,Jodi Picoult,Intermediate,3.68,79662.0,genre fiction,258.7,155.22,1.99,703.0,Random House LLC,48816.0
619,619.0,1995,Absolute Power,David Baldacci,Excellent,4.15,72481.0,genre fiction,1656.2,993.72,12.74,704.0,Macmillan,48816.0
620,620.0,2000,Hot Six,Janet Evanovich,Excellent,4.18,99329.0,genre fiction,514.71,0.0,3.99,705.0,"Amazon Digital Services,  Inc.",48600.0
621,621.0,2012,The Time Keeper,Mitch Albom,Intermediate,3.85,72277.0,genre fiction,127.71,0.0,0.99,707.0,"Amazon Digital Services,  Inc.",48384.0
622,622.0,2006,A Dirty Job,Christopher Moore,Excellent,4.08,78523.0,nonfiction,127.71,76.626,0.99,707.0,"Amazon Digital Services,  Inc.",48168.0
623,623.0,2003,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Excellent,4.24,66406.0,genre fiction,127.71,0.0,0.99,708.0,"Amazon Digital Services,  Inc.",47952.0
624,624.0,2003,The Amulet of Samarkand,Jonathan Stroud,Intermediate,3.99,86062.0,genre fiction,127.71,0.0,0.99,709.0,"Amazon Digital Services,  Inc.",47736.0
625,625.0,2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",Intermediate,3.91,71023.0,genre fiction,885.76,531.456,6.92,710.0,Penguin Group (USA) LLC,47520.0
626,626.0,1981,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",Intermediate,3.85,70241.0,children,888.32,532.992,6.94,710.0,"Amazon Digital Services,  Inc.",47520.0
627,627.0,1958,Exodus,Leon Uris,Excellent,4.33,77258.0,genre fiction,1470.72,882.432,11.49,711.0,Random House LLC,47304.0
628,628.0,1994,Stones from the River,Ursula Hegi,Excellent,4.07,80056.0,genre fiction,787.2,472.32,6.15,712.0,"Amazon Digital Services,  Inc.",47304.0
629,629.0,1939,The Big Sleep,Raymond Chandler,Excellent,4.04,84489.0,genre fiction,126.72,76.032,0.99,713.0,"Amazon Digital Services,  Inc.",47088.0
630,630.0,1945,Cannery Row ,John Steinbeck,Excellent,4.02,81598.0,genre fiction,1153.28,691.968,9.01,713.0,HarperCollins Publishers,47088.0
631,631.0,2011,Seriously...I'm Kidding,Ellen DeGeneres,Intermediate,3.72,74358.0,genre fiction,843.28,505.968,6.64,714.0,Hachette Book Group,46872.0
632,632.0,2000,The Miserable Mill,"Lemony Snicket, Brett Helquist",Intermediate,3.83,101325.0,genre fiction,1395.73,837.438,10.99,716.0,Penguin Group (USA) LLC,46872.0
633,633.0,2012,The Snow Child,Eowyn Ivey,Intermediate,3.95,72328.0,genre fiction,125.73,75.438,0.99,716.0,"Amazon Digital Services,  Inc.",46872.0
634,634.0,2013,Wait for You,"J. Lynn, Jennifer L. Armentrout",Excellent,4.19,106236.0,genre fiction,506.73,0.0,3.99,717.0,"Amazon Digital Services,  Inc.",46440.0
635,635.0,2009,The Last Straw,Jeff Kinney,Excellent,4.11,82518.0,genre fiction,502.74,0.0,3.99,719.0,"Amazon Digital Services,  Inc.",46440.0
637,637.0,1982,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",Excellent,4.01,69975.0,genre fiction,1198.75,719.25,9.59,724.0,HarperCollins Publishers,46008.0
638,638.0,2012,Onyx,Jennifer L. Armentrout,Excellent,4.33,111448.0,genre fiction,1127.5,676.5,9.02,725.0,Random House LLC,46008.0
639,639.0,2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Excellent,4.28,109183.0,genre fiction,122.76,73.656,0.99,728.0,"Amazon Digital Services,  Inc.",45792.0
640,640.0,2003,The Birth of Venus,Sarah Dunant,Intermediate,3.79,78129.0,genre fiction,370.76,0.0,2.99,730.0,"Amazon Digital Services,  Inc.",45576.0
641,641.0,2005,The Opal Deception,Eoin Colfer,Excellent,4.04,95638.0,genre fiction,121.77,73.062,0.99,733.0,"Amazon Digital Services,  Inc.",45360.0
642,642.0,2015,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",Intermediate,3.73,53751.0,genre fiction,121.77,73.062,0.99,736.0,Random House LLC,45144.0
643,643.0,2016,The Girls,Emma Cline,Novice,3.49,76761.0,genre fiction,974.78,584.868,7.99,737.0,Random House LLC,44928.0
644,644.0,2003,The Goose Girl,Shannon Hale,Excellent,4.18,92952.0,genre fiction,120.78,72.468,0.99,738.0,Simon and Schuster Digital Sales Inc,44280.0
645,645.0,2001,Mystic River,Dennis Lehane,Excellent,4.19,86103.0,genre fiction,1096.78,658.068,8.99,739.0,Random House LLC,43848.0
647,647.0,1881,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",Intermediate,3.84,84682.0,genre fiction,966.79,580.074,7.99,741.0,Random House LLC,43416.0
648,648.0,1966,The Moon is a Harsh Mistress,Robert A. Heinlein,Excellent,4.17,80366.0,genre fiction,930.49,558.294,7.69,743.0,Penguin Group (USA) LLC,43416.0
649,649.0,2010,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",Excellent,4.17,35283.0,genre fiction,119.79,71.874,0.99,743.0,"Amazon Digital Services,  Inc.",43416.0
650,650.0,1999,High Five,Janet Evanovich,Excellent,4.17,92737.0,children,671.55,402.93,5.55,745.0,"Amazon Digital Services,  Inc.",43200.0
651,651.0,2013,Joyland,Stephen King,Intermediate,3.9,75018.0,genre fiction,118.8,0.0,0.99,746.0,"Amazon Digital Services,  Inc.",42768.0
652,652.0,2010,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",Famous,4.42,82565.0,genre fiction,118.8,71.28,0.99,748.0,"Amazon Digital Services,  Inc.",42552.0
653,653.0,1933,Tender Is the Night,F. Scott Fitzgerald,Intermediate,3.83,79008.0,genre fiction,118.8,71.28,0.99,750.0,"Amazon Digital Services,  Inc.",42120.0
655,655.0,1945,The Glass Menagerie,Tennessee Williams,Intermediate,3.67,90032.0,nonfiction,117.81,70.686,0.99,752.0,"Amazon Digital Services,  Inc.",41904.0
656,656.0,2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",Intermediate,3.88,64637.0,nonfiction,912.73,547.638,7.67,753.0,Random House LLC,41472.0
657,657.0,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Intermediate,3.84,66129.0,genre fiction,355.81,0.0,2.99,757.0,"Amazon Digital Services,  Inc.",41256.0
658,658.0,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,Intermediate,3.77,52031.0,genre fiction,117.81,0.0,0.99,759.0,"Amazon Digital Services,  Inc.",40824.0
659,659.0,2011,Rules of Civility,Amor Towles,Intermediate,3.99,75541.0,genre fiction,712.81,427.686,5.99,760.0,Penguin Group (USA) LLC,40824.0
660,660.0,1970,Ringworld,Larry Niven,Intermediate,3.96,76925.0,genre fiction,117.81,70.686,0.99,760.0,"Amazon Digital Services,  Inc.",40176.0
661,661.0,2011,Between Shades of Gray,Ruta Sepetys,Excellent,4.36,87718.0,genre fiction,236.81,142.086,1.99,761.0,"Amazon Digital Services,  Inc.",40176.0
662,662.0,1996,Frindle,"Andrew Clements, Brian Selznick",Intermediate,3.79,83351.0,genre fiction,712.81,427.686,5.99,762.0,Macmillan,39960.0
663,663.0,2009,Dog Days,Jeff Kinney,Excellent,4.14,78592.0,genre fiction,474.81,0.0,3.99,764.0,"Amazon Digital Services,  Inc.",39744.0
664,664.0,2012,The Round House,Louise Erdrich,Intermediate,3.91,67928.0,genre fiction,355.81,0.0,2.99,764.0,"Amazon Digital Services,  Inc.",39312.0
665,665.0,1973,A Wind in the Door,Madeleine L'Engle,Excellent,4.07,87277.0,genre fiction,355.81,0.0,2.99,765.0,"Amazon Digital Services,  Inc.",39312.0
666,666.0,2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,Excellent,4.18,81621.0,nonfiction,1188.81,713.286,9.99,765.0,Hachette Book Group,38880.0
667,667.0,2015,A Little Life,Hanya Yanagihara,Excellent,4.27,66782.0,genre fiction,355.81,213.486,2.99,766.0,"Amazon Digital Services,  Inc.",38664.0
668,668.0,2003,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",Excellent,4.12,81326.0,genre fiction,117.81,0.0,0.99,767.0,"Amazon Digital Services,  Inc.",38664.0
669,669.0,2011,The Alloy of Law,Brandon Sanderson,Excellent,4.2,72185.0,genre fiction,593.81,0.0,4.99,768.0,"Amazon Digital Services,  Inc.",38448.0
670,670.0,2011,Dead Reckoning,Charlaine Harris,Intermediate,3.77,87066.0,nonfiction,117.81,70.686,0.99,770.0,"Amazon Digital Services,  Inc.",38448.0
671,671.0,1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",Intermediate,3.9,80075.0,genre fiction,784.21,470.526,6.59,770.0,"Amazon Digital Services,  Inc.",38448.0
673,673.0,1897,The Invisible Man,H.G. Wells,Intermediate,3.62,84778.0,genre fiction,117.81,70.686,0.99,772.0,Macmillan,38016.0
674,674.0,1985,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",Excellent,4.15,63764.0,genre fiction,117.81,70.686,0.99,773.0,"Amazon Digital Services,  Inc.",38016.0
675,675.0,1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",Intermediate,3.57,62106.0,genre fiction,915.11,549.066,7.69,775.0,Random House LLC,37584.0
676,676.0,1812,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",Intermediate,3.92,78355.0,genre fiction,355.81,0.0,2.99,779.0,"Amazon Digital Services,  Inc.",37584.0
677,677.0,1990,Four Past Midnight,Stephen King,Intermediate,3.9,76376.0,nonfiction,640.22,384.132,5.38,779.0,HarperCollins Publishers,37368.0
678,678.0,2012,The Marriage Bargain,Jennifer Probst,Intermediate,3.81,91630.0,genre fiction,1307.81,784.686,10.99,781.0,Random House LLC,37368.0
679,679.0,1909,Anne of Avonlea,L.M. Montgomery,Excellent,4.21,99918.0,genre fiction,117.81,70.686,0.99,782.0,"Amazon Digital Services,  Inc.",37368.0
680,680.0,1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",Excellent,4.15,82102.0,genre fiction,593.81,0.0,4.99,783.0,"Amazon Digital Services,  Inc.",37152.0
681,681.0,2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,Intermediate,3.71,59973.0,genre fiction,355.81,0.0,2.99,783.0,"Amazon Digital Services,  Inc.",37152.0
682,682.0,1996,Children of the Mind,Orson Scott Card,Intermediate,3.74,74517.0,genre fiction,1022.21,613.326,8.59,784.0,"Amazon Digital Services,  Inc.",36936.0
683,683.0,1922,Ulysses,James Joyce,Intermediate,3.74,76791.0,genre fiction,117.81,0.0,0.99,786.0,"Amazon Digital Services,  Inc.",36936.0
684,684.0,1998,Someone Like You,Sarah Dessen,Intermediate,3.94,84358.0,nonfiction,355.81,213.486,2.99,786.0,Simon and Schuster Digital Sales Inc,36936.0
685,685.0,2003,Moloka'i,Alan Brennert,Excellent,4.15,75307.0,nonfiction,950.81,570.486,7.99,787.0,HarperCollins Christian Publishing,36720.0
686,686.0,1990,The Witching Hour,Anne Rice,Excellent,4.1,79824.0,nonfiction,357.54,214.524,3.03,789.0,"Amazon Digital Services,  Inc.",36504.0
687,687.0,1986,This Present Darkness,Frank E. Peretti,Excellent,4.24,71815.0,genre fiction,352.82,0.0,2.99,791.0,"Amazon Digital Services,  Inc.",36504.0
688,688.0,2012,The Coincidence of Callie & Kayden,Jessica Sorensen,Excellent,4.21,97615.0,genre fiction,116.82,70.092,0.99,792.0,"Amazon Digital Services,  Inc.",36504.0
689,689.0,2015,Fates and Furies,Lauren Groff,Intermediate,3.56,66085.0,genre fiction,862.58,517.548,7.31,792.0,HarperCollins Publishers,36504.0
691,691.0,1945,Stuart Little,"E.B. White, Garth Williams",Intermediate,3.88,89033.0,genre fiction,352.82,211.692,2.99,797.0,"Amazon Digital Services,  Inc.",36504.0
692,692.0,1953,The Foundation Trilogy,Isaac Asimov,Excellent,4.39,72311.0,fiction,1060.82,636.492,8.99,797.0,HarperCollins Publishers,36504.0
693,693.0,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,Excellent,4.06,32626.0,genre fiction,352.82,0.0,2.99,798.0,"Amazon Digital Services,  Inc.",36288.0
694,694.0,2000,The Austere Academy,"Lemony Snicket, Brett Helquist",Intermediate,3.97,99311.0,genre fiction,116.82,0.0,0.99,799.0,"Amazon Digital Services,  Inc.",36288.0
695,695.0,2001,Seven Up,Janet Evanovich,Excellent,4.15,94506.0,genre fiction,1320.42,792.252,11.19,800.0,HarperCollins Publishers,36072.0
696,696.0,2009,The Awakening,Kelley Armstrong,Excellent,4.16,95026.0,genre fiction,761.1,456.66,6.45,802.0,Simon and Schuster Digital Sales Inc,36072.0
697,697.0,2003,Death Masks,Jim Butcher,Excellent,4.32,83664.0,children,654.9,392.94,5.55,802.0,"Amazon Digital Services,  Inc.",36072.0
698,698.0,1993,Stellaluna,Janell Cannon,Excellent,4.22,87423.0,genre fiction,116.82,70.092,0.99,803.0,"Amazon Digital Services,  Inc.",36072.0
699,699.0,2007,Before They Are Hanged,Joe Abercrombie,Excellent,4.27,68865.0,genre fiction,116.82,70.092,0.99,804.0,Random House LLC,35856.0
700,700.0,2007,Loving Frank,Nancy Horan,Intermediate,3.73,72734.0,genre fiction,824.82,494.892,6.99,804.0,Hachette Book Group,35640.0
701,701.0,2002,Hard Eight,"Janet Evanovich, Lorelei King",Excellent,4.17,93057.0,nonfiction,1060.82,636.492,8.99,805.0,Random House LLC,35640.0
702,702.0,2001,The Vile Village,"Lemony Snicket, Brett Helquist",Intermediate,3.94,89733.0,genre fiction,706.82,424.092,5.99,808.0,Penguin Group (USA) LLC,35640.0
703,703.0,1973,Sybil,Flora Rheta Schreiber,Intermediate,3.99,72493.0,nonfiction,502.68,301.608,4.26,809.0,HarperCollins Publishers,35640.0
704,704.0,1980,Cosmos,Carl Sagan,Excellent,4.35,76440.0,nonfiction,1131.62,678.972,9.59,810.0,Penguin Group (USA) LLC,35640.0
705,705.0,2005,Haunted: A Novel of Stories,Chuck Palahniuk,Intermediate,3.59,68861.0,fiction,234.82,140.892,1.99,810.0,Simon and Schuster Digital Sales Inc,35424.0
706,706.0,1987,The Shell Seekers,Rosamunde Pilcher,Excellent,4.13,73573.0,genre fiction,588.82,0.0,4.99,811.0,"Amazon Digital Services,  Inc.",35424.0
707,707.0,2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,Excellent,4.16,59333.0,genre fiction,1680.32,1008.192,14.24,811.0,Penguin Group (USA) LLC,35424.0
708,708.0,1981,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",Intermediate,3.95,56200.0,genre fiction,1128.08,676.848,9.56,813.0,Simon and Schuster Digital Sales Inc,35208.0
710,710.0,2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",Excellent,4.02,71868.0,children,872.02,523.212,7.39,816.0,"Amazon Digital Services,  Inc.",35208.0
711,711.0,2013,The Lowland,Jhumpa Lahiri,Intermediate,3.82,62231.0,genre fiction,470.82,282.492,3.99,818.0,"Amazon Digital Services,  Inc.",35208.0
712,712.0,2004,The Ruins of Gorlan,John Flanagan,Excellent,4.2,83085.0,nonfiction,824.82,494.892,6.99,818.0,Random House LLC,34992.0
713,713.0,2009,Wintergirls,Laurie Halse Anderson,Intermediate,3.98,87665.0,genre fiction,352.82,0.0,2.99,819.0,"Amazon Digital Services,  Inc.",34992.0
715,715.0,1997,Assassin's Quest,Robin Hobb,Excellent,4.18,67125.0,genre fiction,470.82,0.0,3.99,821.0,"Amazon Digital Services,  Inc.",34776.0
716,716.0,1967,Rosemary's Baby,Ira Levin,Intermediate,3.96,78766.0,genre fiction,588.82,0.0,4.99,823.0,"Amazon Digital Services,  Inc.",34776.0
717,717.0,1984,The Talisman,"Stephen King, Peter Straub",Excellent,4.12,79508.0,nonfiction,234.82,140.892,1.99,823.0,"Amazon Digital Services,  Inc.",34776.0
718,718.0,1998,The Path of Daggers,Robert Jordan,Intermediate,3.9,74815.0,genre fiction,234.82,140.892,1.99,824.0,"Amazon Digital Services,  Inc.",34560.0
719,719.0,1958,The Dharma Bums,Jack Kerouac,Intermediate,3.94,62454.0,children,725.7,435.42,6.15,825.0,"Amazon Digital Services,  Inc.",34560.0
720,720.0,2010,The Reckoning,Kelley Armstrong,Excellent,4.21,92922.0,genre fiction,466.83,0.0,3.99,826.0,"Amazon Digital Services,  Inc.",34560.0
721,721.0,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Intermediate,3.97,69596.0,fiction,934.83,560.898,7.99,827.0,Random House LLC,34344.0
722,722.0,1934,Mary Poppins,"P.L. Travers, Mary Shepard",Excellent,4.05,82706.0,genre fiction,349.83,209.898,2.99,830.0,"Amazon Digital Services,  Inc.",34128.0
723,723.0,2007,Red Seas Under Red Skies,Scott Lynch,Excellent,4.23,68255.0,genre fiction,349.83,209.898,2.99,831.0,"Amazon Digital Services,  Inc.",34128.0
724,724.0,1984,The House on Mango Street,Sandra Cisneros,Intermediate,3.57,81579.0,genre fiction,115.83,0.0,0.99,832.0,"Amazon Digital Services,  Inc.",34128.0
725,725.0,2008,City of Thieves,David Benioff,Excellent,4.28,68063.0,genre fiction,232.83,139.698,1.99,832.0,HarperCollins Publishers,34128.0
726,726.0,2007,Halfway to the Grave,Jeaniene Frost,Excellent,4.18,106608.0,genre fiction,232.83,139.698,1.99,834.0,"Amazon Digital Services,  Inc.",33912.0
727,727.0,1980,The Twits,"Roald Dahl, Quentin Blake",Intermediate,3.94,82458.0,genre fiction,855.27,513.162,7.31,836.0,Random House LLC,33696.0
728,728.0,2003,Abhorsen,Garth Nix,Excellent,4.29,80740.0,nonfiction,1519.83,911.898,12.99,836.0,"Amazon Digital Services,  Inc.",33696.0
729,729.0,2002,The Beach House,"James Patterson, Peter de Jonge",Intermediate,3.82,68676.0,genre fiction,466.83,0.0,3.99,837.0,"Amazon Digital Services,  Inc.",33480.0
730,730.0,1987,Eyes of the Dragon,Stephen King,Intermediate,3.92,72714.0,nonfiction,700.83,420.498,5.99,837.0,HarperCollins Publishers,33264.0
731,731.0,1976,Children of Dune,Frank Herbert,Intermediate,3.9,74133.0,genre fiction,115.83,0.0,0.99,838.0,"Amazon Digital Services,  Inc.",33264.0
732,732.0,2011,Leviathan Wakes,James S.A. Corey,Excellent,4.2,68416.0,nonfiction,1689.48,1013.688,14.44,840.0,HarperCollins Publishers,33048.0
733,733.0,2015,Queen of Shadows,Sarah J. Maas,Famous,4.6,99067.0,genre fiction,349.83,209.898,2.99,841.0,Macmillan,33048.0
734,734.0,1991,Maus II : And Here My Troubles Began ,Art Spiegelman,Famous,4.41,90147.0,nonfiction,583.83,350.298,4.99,842.0,Hachette Book Group,32832.0
735,735.0,1962,The Snowy Day,Ezra Jack Keats,Excellent,4.13,81914.0,genre fiction,1170.0,702.0,10.0,843.0,"Amazon Digital Services,  Inc.",32832.0
736,736.0,2003,To the Nines,Janet Evanovich,Excellent,4.16,86963.0,genre fiction,1402.83,841.698,11.99,844.0,Penguin Group (USA) LLC,32832.0
737,737.0,2012,Where We Belong,Emily Giffin,Intermediate,3.86,68224.0,nonfiction,115.83,0.0,0.99,845.0,"Amazon Digital Services,  Inc.",32616.0
738,738.0,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,Excellent,4.1,72207.0,genre fiction,349.83,0.0,2.99,846.0,"Amazon Digital Services,  Inc.",32616.0
739,739.0,1999,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",Intermediate,3.82,62229.0,genre fiction,1084.59,650.754,9.27,846.0,Penguin Group (USA) LLC,32616.0
740,740.0,2012,The Signature of All Things,Elizabeth Gilbert,Intermediate,3.81,61135.0,nonfiction,232.83,139.698,1.99,848.0,"Amazon Digital Services,  Inc.",32400.0
741,741.0,2003,"Eats, Shoots and Leaves",Lynne Truss,Intermediate,3.86,79117.0,genre fiction,466.83,0.0,3.99,852.0,"Amazon Digital Services,  Inc.",32184.0
742,742.0,2004,Dead Witch Walking,Kim Harrison,Excellent,4.04,91390.0,nonfiction,349.83,0.0,2.99,852.0,"Amazon Digital Services,  Inc.",32184.0
744,744.0,2009,An Echo in the Bone,Diana Gabaldon,Famous,4.42,68854.0,genre fiction,1391.13,834.678,11.89,854.0,Simon and Schuster Digital Sales Inc,32184.0
745,745.0,2011,Unearthly,Cynthia Hand,Excellent,4.06,99942.0,genre fiction,232.83,139.698,1.99,857.0,Hachette Book Group,31968.0
747,747.0,2005,Knife of Dreams,Robert Jordan,Excellent,4.12,71379.0,genre fiction,349.83,0.0,2.99,860.0,"Amazon Digital Services,  Inc.",31752.0
748,748.0,2002,Hoot,Carl Hiaasen,Intermediate,3.81,75275.0,genre fiction,583.83,350.298,4.99,862.0,Penguin Group (USA) LLC,31752.0
750,750.0,2012,This is How You Lose Her,Junot DÃ­az,Intermediate,3.75,66720.0,nonfiction,624.08,374.448,5.38,865.0,"Amazon Digital Services,  Inc.",31536.0
751,751.0,2004,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",Intermediate,3.68,64278.0,genre fiction,694.84,0.0,5.99,866.0,"Amazon Digital Services,  Inc.",31536.0
752,752.0,1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,Intermediate,3.97,63304.0,genre fiction,892.04,535.224,7.69,867.0,Random House LLC,31536.0
753,753.0,2010,It's Not Summer Without You,Jenny Han,Excellent,4.14,80367.0,genre fiction,346.84,0.0,2.99,868.0,"Amazon Digital Services,  Inc.",31536.0
754,754.0,2012,Pushing the Limits,Katie McGarry,Excellent,4.08,93818.0,genre fiction,462.84,0.0,3.99,869.0,"Amazon Digital Services,  Inc.",31320.0
755,755.0,2001,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",Intermediate,3.85,90908.0,genre fiction,114.84,68.904,0.99,869.0,Random House LLC,31320.0
756,756.0,1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",Excellent,4.26,77206.0,genre fiction,1158.84,695.304,9.99,871.0,Penguin Group (USA) LLC,31320.0
757,757.0,1979,The Long Walk,"Richard Bachman, Stephen King",Excellent,4.11,71775.0,nonfiction,462.84,277.704,3.99,871.0,Hachette Book Group,31320.0
758,758.0,2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",Excellent,4.01,90071.0,nonfiction,230.84,138.504,1.99,873.0,Random House LLC,31104.0
759,759.0,2004,Messenger ,Lois Lowry,Intermediate,3.9,79746.0,genre fiction,462.84,277.704,3.99,877.0,"Amazon Digital Services,  Inc.",30888.0
760,760.0,2007,Lover Revealed,J.R. Ward,Excellent,4.3,97830.0,genre fiction,694.84,0.0,5.99,879.0,"Amazon Digital Services,  Inc.",30888.0
761,761.0,2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",Excellent,4.25,72797.0,genre fiction,770.24,462.144,6.64,879.0,Hachette Book Group,30672.0
762,762.0,2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",Excellent,4.14,87335.0,genre fiction,114.84,68.904,0.99,881.0,"Amazon Digital Services,  Inc.",30672.0
763,763.0,2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,Intermediate,3.96,64347.0,children,694.84,416.904,5.99,883.0,"Amazon Digital Services,  Inc.",30456.0
764,764.0,2013,"Never Too Far (Too Far, #2)",Abbi Glines,Excellent,4.21,97616.0,genre fiction,114.84,68.904,0.99,884.0,"Amazon Digital Services,  Inc.",30456.0
765,765.0,2004,State of Fear,Michael Crichton,Intermediate,3.69,65397.0,genre fiction,114.84,68.904,0.99,885.0,"Amazon Digital Services,  Inc.",30240.0
766,766.0,2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,Intermediate,3.8,89356.0,genre fiction,114.84,0.0,0.99,886.0,"Amazon Digital Services,  Inc.",30240.0
767,767.0,2004,The Golem's Eye,Jonathan Stroud,Excellent,4.09,69058.0,nonfiction,810.84,486.504,6.99,886.0,Simon and Schuster Digital Sales Inc,29808.0
768,768.0,1980,Still Life with Woodpecker,Tom Robbins,Excellent,4.04,56802.0,genre fiction,346.84,0.0,2.99,887.0,"Amazon Digital Services,  Inc.",29808.0
